"SN","Paper Title","DOI","Authors","Author Regions","Affiliations","Year","Domain","Focus Region","Source","ORC ID"
"49","Algorithmic Fairness Datasets: The Story So Far","doi.org/10.1007/s10618-022-00854-z","Alessandro Fabris; S. Messina; Gianmaria Silvello; Gian Antonio Susto","Italy; Italy; Italy; Italy","University of Padua; University of Padua; University of Padua; University of Padua","2022","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0001-6108-9940; https://orcid.org/0009-0009-4538-7476; https://orcid.org/0000-0003-4970-4554; https://orcid.org/0000-0001-5739-9639"
"50","Review of Mathematical Frameworks for Fairness in Machine Learning","doi.org/10.48550/arXiv.2005.13755","Eustasio del Barrio; Paula Gordaliza; Jean-Michel Loubes","France; France; Spain","Institut de Mathématiques de Toulouse","2020","General Fairness & Bias Mitigation","Global/Spain","Original","https://orcid.org/0000-0003-3764-5411; https://orcid.org/0000-0002-0455-1200; https://orcid.org/0000-0002-1252-2960"
"51","Did You Do Your Homework? Raising Awareness on Software Fairness and Discrimination","10.1109/ASE51524.2021.9678568","Max Hort; Federica Sarro","United Kingdom; United Kingdom","University College London; University College London","2021","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0001-8684-5909; https://orcid.org/0000-0002-9146-442X"
"52","Fairness in Machine Learning: A Survey","10.1145/3616865","Simon Caton; Christian Haas","Ireland; Austria","University College Dublin; Vienna University of Economics and Business","2023","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0001-9379-3879; https://orcid.org/0000-0002-2690-5962"
"53","Privileged and Unprivileged Groups: An Empirical Study on the Impact of the Age Attribute on Fairness","doi.org/10.1145/3524491.3527308","Max Hort; Federica Sarro","United Kingdom; United Kingdom","University College London; University College London","2022","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0001-8684-5909; https://orcid.org/0000-0002-9146-442X"
"54","Fairway: A Way to Build Fair ML Software","doi.org/10.1145/3368089.3409697","Joymallya Chakraborty; Suvodeep Majumder; Zhe Yu; Tim Menzies","USA; USA; USA; USA","North Carolina State University; North Carolina State University; North Carolina State University; North Carolina State University","2020","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0002-5040-3196; https://orcid.org/0000-0001-5673-1142; N/A; N/A"
"55","Do the Machine Learning Models on a Crowd-Sourced Platform Exhibit Bias?","doi.org/10.5281/zenodo.3912064","Sumon Biswas; Hridesh Rajan","USA; USA","Iowa State University; Iowa State University","2020","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0001-7074-1953; N/A"
"56","Fair Preprocessing: Understanding Compositional Fairness of Data Transformers in ML Pipeline","doi.org/10.1145/3468264.3468536","Sumon Biswas; Hridesh Rajan","USA; USA","Iowa State University; Iowa State University","2021","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0001-7074-1953; N/A"
"57","Bias in Machine Learning Software: Why? How? What to Do?","doi.org/10.1145/3468264.3468537","Joymallya Chakraborty; Suvodeep Majumder; Tim Menzies","USA; USA; USA","North Carolina State University; North Carolina State University; North Carolina State University","2021","General Fairness & Bias Mitigation","Global","Original","N/A; N/A; https://orcid.org/0000-0002-5040-3196"
"58","Fairness-Aware Machine Learning: An Extensive Overview","","Jannik Dunkelau; Michael Leuschel","Germany; Germany","Heinrich-Heine-Universität Düsseldorf; Heinrich-Heine-Universität Düsseldorf","2020","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0003-0819-5554; https://orcid.org/0000-0002-4595-1518"
"59","An Information Theoretic Approach to Reducing Algorithmic Bias for Machine Learning","doi.org/10.1016/j.neucom.2021.09.081","Jinyoung Kim; Sung-Bae Cho","South Korea; South Korea","University College London; University College London","2022","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0002-3810-8549; https://orcid.org/0000-0002-7027-2429"
"60","Representation Bias in Data: A Survey on Identification and Resolution Techniques","doi.org/10.1145/3588433","Nima Shahbazi; Lin Yin; Abolfazl Asudeh; H. V. Jagadish","USA; USA; USA; USA","North Carolina State University; North Carolina State University; North Carolina State University; North Carolina State University","2023","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0001-7016-3807; https://orcid.org/0000-0002-6609-5706; https://orcid.org/0000-0002-5251-6186; https://orcid.org/0000-0003-0724-5214"
"61","Algorithmic Fairness","doi.org/10.1007/978-3-031-24628-9_37","Dana Pessach; Erez Shmueli","Israel; Israel","Tel Aviv University; Tel Aviv University","2020","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0002-1806-0066; https://orcid.org/0000-0003-3193-5768"
"62","A Survey on Fairness for Machine Learning on Graphs","doi.org/10.48550/arXiv.2205.05396","Manvi Choudhary; Charlotte Laclau; Christine Largeron","France; France; France","Iowa State University; Iowa State University","2024","Graph-Based Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0002-7389-3191; https://orcid.org/0000-0003-1059-4095; N/A"
"63","Slice Tuner: A Selective Data Acquisition Framework for Fair ML Models","doi.org/10.1145/3448016.3452792","Ki Hyun Tae; Steven Euijong Whang","South Korea; South Korea","North Carolina State University; North Carolina State University; North Carolina State University","2021","General Fairness & Bias Mitigation","Global","Original","N/A; https://orcid.org/0000-0001-6419-931X"
"64","Optimized Score Transformation for Consistent Fair Classification","doi.org/10.48550/arXiv.1906.00066","Dennis Wei; Karthikeyan Natesan Ramamurthy; Flávio P. Calmon","USA; USA; USA","Cornell University; Google (United States); Google (United States); Microsoft Research (United Kingdom); Cornell University","2021","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0002-6510-1537; https://orcid.org/0000-0002-6021-5930; https://orcid.org/0000-0002-7493-1428"
"65","Counterfactual Fairness","doi.org/10.48550/arXiv.1703.06856","Matt J. Kusner; Joshua R. Loftus; Chris Russell; Ricardo Silva","United Kingdom; United Kingdom; United Kingdom; United Kingdom","Université du Québec à Montréal; Higher Colleges of Technology; Institut Polytechnique de Paris","2017","General Fairness & Bias Mitigation","Global","Original","N/A; https://orcid.org/0000-0002-2905-1632; https://orcid.org/0000-0003-1665-1759; https://orcid.org/0000-0002-6502-9563"
"66","Algorithmic Fairness: Choices Assumptions and Definitions","doi.org/10.1146/annurev-statistics-042720-125902","Shira Mitchell; Eric Potash; Solon Barocas; Alexander D'Amour; Kristian Lum","USA; USA; USA; United Kingdom; USA","University of Zurich; University of Zurich; University of Zurich","2021","General Fairness & Bias Mitigation","Global","Original","N/A; N/A; https://orcid.org/0000-0003-4577-466X; https://orcid.org/0000-0001-7984-3366; https://orcid.org/0000-0003-2637-5612"
"67","On the Applicability of Machine Learning Fairness Notions","doi.org/10.1145/3468507.3468511","Karima Makhlouf; Sami Zhioua; Catuscia Palamidessi","Canada; United Arab Emirates; France","Carnegie Mellon University","2021","General Fairness & Bias Mitigation","Global","Original","https://orcid.org/0000-0001-6318-0713; https://orcid.org/0000-0003-2029-175X; https://orcid.org/0000-0003-4597-7002"
"68","Approval of AI/ML-Based Medical Devices in USA & Europe","10.1016/S2589-7500(20)30292-2","Urs J. Muehlematter; Paola Daniore; Kerstin Noëlle Vokinger","Switzerland; Switzerland; Switzerland","Brigham and Women's Hospital; Brigham and Women's Hospital; George Washington University; Brigham and Women's Hospital; Brigham and Women's Hospital; Brigham and Women's Hospital; Brigham and Women's Hospital","2021","Health & Clinical AI","USA","Original","https://orcid.org/0000-0003-3423-4633; https://orcid.org/0000-0003-3319-1125; https://orcid.org/0000-0002-6997-7384"
"69","AI in Medicine: Structural Challenges in Improving Patient Care","10.1016/j.xcrm.2022.100622","Alex John London","USA","United States Food and Drug Administration; United States Food and Drug Administration; United States Food and Drug Administration; United States Food and Drug Administration","2022","Health & Clinical AI","Global","Original","https://orcid.org/0000-0002-6450-0309"
"70","FDA-Approved ML Algorithms in Neuroradiology","10.1016/j.artmed.2023.102607","Alexander G. Yearley; Caroline M.W. Goedmakers; Armon Panahi; Joanne Doucette; Aakanksha Rana; Kavitha Ranganathan; Timothy R. Smith","USA; Netherlands; USA; USA; USA; USA; USA","Fraunhofer Institute for Digital Medicine; Technische Universität Berlin; Fraunhofer Institute for Digital Medicine; University Hospital Carl Gustav Carus; Technische Universität Berlin; Humboldt-Universität zu Berlin; Fraunhofer Institute for Digital Medicine; RWTH Aachen University; Medical University of Graz; Technische Universität Berlin; Technische Universität Berlin; Medical University of Graz; Humboldt-Universität zu Berlin; Helmholtz-Zentrum Dresden-Rossendorf; RWTH Aachen University; RWTH Aachen University; RWTH Aachen University; Olympus (Germany); RWTH Aachen University; Medical University of Graz; Humboldt-Universität zu Berlin; Humboldt-Universität zu Berlin","2023","Health & Clinical AI","USA","Original","https://orcid.org/0000-0001-9592-8263; https://orcid.org/0000-0002-1575-7976; https://orcid.org/0000-0001-9451-5408; https://orcid.org/0000-0001-7164-2607; https://orcid.org/0000-0002-8350-7602; https://orcid.org/0000-0003-2431-1885; https://orcid.org/0000-0003-1976-0766"
"71","Data Drift in Medical ML: Implications and Remedies","10.1259/bjr.20220878","Berkman Sahiner; Weijie Chen; Ravi K. Samala; Nicholas Petrick","USA; USA; USA; USA","Cardiovascular Institute of the South; Stanford University; Stanford Medicine; Cardiovascular Institute of the South","2023","Health & Clinical AI","Global","Original","https://orcid.org/0000-0003-2804-2264; https://orcid.org/0000-0001-5508-473X; https://orcid.org/0000-0002-6661-4801; https://orcid.org/0000-0001-5167-8899"
"72","Recommendations on compiling test datasets for evaluating artificial intelligence solutions in pathology","https://doi.org/10.1038/s41379-022-01147-y","André Homeyer; Christian Geißler; Lars Ole Schwen; Falk Zakrzewski; Theodore Evans; Klaus Strohmenger; Max Westphal; Roman D. Bülow; Michaela Kargl; Aray Karjauv; Isidre Munné-Bertran; Carl Orge Retzlaff; Adrià Romero-López; Tomasz Sołtysiński; Markus Plass; Rita Carvalho; Peter Steinbach; Yu-Chia Lan; Nassim Bouteldja; David Haber; Mateo Rojas-Carulla; Alireza Vafaei Sadr; Matthias Kraft; Daniel Krüger; Rutger Fick; Tobias Lang; Peter Boor; Heimo Müller; Peter Hufnagl; Norman Zerbe","Germany; Germany; Germany; Germany; Germany; Germany; Germany; Germany; Austria; Germany; Spain; Germany; Switzerland; Poland; Austria; Germany; Germany; Germany; Germany; Switzerland; Switzerland; Germany; Switzerland; Germany; Sweden; Germany; Germany; Austria; Germany; Germany","Fraunhofer Institute for Digital Medicine; Technische Universität Berlin; Fraunhofer Institute for Digital Medicine; University Hospital Carl Gustav Carus; Technische Universität Berlin; Humboldt-Universität zu Berlin; Fraunhofer Institute for Digital Medicine; RWTH Aachen University; Medical University of Graz; Technische Universität Berlin; Technische Universität Berlin; Medical University of Graz; Humboldt-Universität zu Berlin; Helmholtz-Zentrum Dresden-Rossendorf; RWTH Aachen University; RWTH Aachen University; RWTH Aachen University; Olympus (Germany); RWTH Aachen University; Medical University of Graz; Humboldt-Universität zu Berlin; Humboldt-Universität zu Berlin","2022","Health & Clinical AI","Global","Original","https://orcid.org/0000-0002-9910-7136; https://orcid.org/0000-0002-2464-4842; https://orcid.org/0000-0003-0195-9603; N/A; https://orcid.org/0000-0003-0548-0421; https://orcid.org/0000-0002-4534-1306; https://orcid.org/0000-0002-8488-758X; https://orcid.org/0000-0002-8527-7353; https://orcid.org/0000-0001-8431-9710; https://orcid.org/0000-0002-4408-7406; N/A; https://orcid.org/0000-0002-0139-2590; https://orcid.org/0000-0001-7173-3680; N/A; https://orcid.org/0000-0003-2718-7648; https://orcid.org/0000-0003-3714-7527; https://orcid.org/0000-0002-4974-230X; https://orcid.org/0000-0002-8327-4642; https://orcid.org/0000-0002-8430-0363; N/A; N/A; https://orcid.org/0000-0002-5733-6678; N/A; N/A; N/A; https://orcid.org/0009-0006-4608-6892; https://orcid.org/0000-0001-9921-4284; https://orcid.org/0000-0002-9691-4872; https://orcid.org/0000-0001-6810-586X; https://orcid.org/0000-0002-0314-3037"
"73","Shifting ML in Healthcare: From Development to Deployment","doi.org/10.1038/s41551-022-00898-y","Angela Zhang; Lei Xing; James Zou; Joseph C. Wu","USA; USA; USA; USA","Cardiovascular Institute of the South; Stanford University; Stanford Medicine; Cardiovascular Institute of the South","2022","Health & Clinical AI","Global","Original","https://orcid.org/0000-0003-0906-6770; https://orcid.org/0000-0003-2536-5359; https://orcid.org/0000-0001-8880-4764; https://orcid.org/0000-0002-6068-8041"
"74","Towards a Fair Marketplace: Fairness & Satisfaction in Recommender Systems","doi.org/10.1145/3269206.3272027","Rishabh Mehrotra; James O. McInerney; Hugues Bouchard; Mounia Lalmas; Fernando Díaz","United Kingdom; United Kingdom; Canada; United Kingdom; Canada","Microsoft (Canada)","2022","Recommender Systems","Global","Original","https://orcid.org/0000-0002-0836-4605; https://orcid.org/0000-0003-1885-2503; https://orcid.org/0000-0003-2315-8268; https://orcid.org/0000-0002-3531-3096; https://orcid.org/0000-0003-2345-1288"
"75","A Survey on Fairness in Large Language Models","doi.org/10.48550/arXiv.2308.1014","Yingji Li; Mengnan Du; Rui Song; Xin Wang; Ying Wang","China; USA; China; China; China","Jilin University; New Jersey Institute of Technology; Jilin University; Jilin University; Jilin University","2023","LLMs & NLP","Global","Original","https://orcid.org/0000-0002-3563-0278; N/A; N/A; https://orcid.org/0009-0004-4265-6830; https://orcid.org/0000-0001-5774-1916; https://orcid.org/0000-0002-7251-0988"
"76","Bias and Fairness in Large Language Models: A Survey","doi.org/10.1162/coli_a_00524","Isabel O. Gallegos; Ryan A. Rossi; Joe Barrow; Md Mehrab Tanjim; Sungchul Kim; Franck Dernoncourt; Tong Yu; Ruiyi Zhang; Nesreen K. Ahmed","USA; USA; USA; USA; USA; USA; USA; USA; USA","Stanford University; Adobe Systems (United States); Adobe Systems (United States); Adobe Systems (United States); Adobe Systems (United States); Adobe Systems (United States); Adobe Systems (United States); Intel (United States)","2024","LLMs & NLP","Global","Original","N/A; https://orcid.org/0000-0001-9758-0635; N/A; N/A; https://orcid.org/0000-0003-3580-5290; https://orcid.org/0000-0002-1119-1346; https://orcid.org/0000-0002-5991-2050; https://orcid.org/0000-0002-4776-6762; https://orcid.org/0000-0002-7913-4962"
